id,pair
01f8cfc192f5,pt-BR>es-419
01f93bf3608b,fr-FR>de-DE
01fd44b557dd,pt-BR>de-DE
01ff147adff3,ja-JP>it-IT
0206516395c6,es-419>ru-RU
02080e05ae9e,it-IT>es-419
020840be5a33,es-419>fr-FR
021399f4e3ba,ru-RU>de-DE
02161f22c1fb,ja-JP>de-DE
021b56ab2f12,pt-BR>de-DE
021d227724d8,ja-JP>de-DE
021d7ed3635a,fr-FR>es-419
021e1c263ce8,ja-JP>ru-RU
02204d408676,de-DE>es-419
022215a44db4,ru-RU>fr-FR
02254f3fc412,es-419>ja-JP
0230b7b6f14b,ru-RU>de-DE
0235c970ddf3,es-419>ja-JP
0237055d59c1,ja-JP>ru-RU
0237910ef014,es-419>fr-FR
023e234d7cde,fr-FR>de-DE
024a761dff3f,es-419>fr-FR
024d043078e3,pt-BR>de-DE
024eeb360088,fr-FR>es-419
0251ee71dabb,ja-JP>es-419
02523828a393,ja-JP>it-IT
025c666d9b57,ru-RU>pt-BR
026127107e1e,ja-JP>es-419
02622b7290c0,fr-FR>ja-JP
026649f94c64,ja-JP>it-IT
02667c621d93,fr-FR>es-419
0266dc4c3563,de-DE>it-IT
026cb5e69d10,fr-FR>ja-JP
026f64d83e10,fr-FR>es-419
02725da4b617,es-419>it-IT
027882835ff6,pt-BR>es-419
027cf3775a39,de-DE>es-419
027eed402ce3,es-419>it-IT
028634219a80,es-419>pt-BR
028655df3cc1,de-DE>es-419
0287c97281b3,ru-RU>pt-BR
0288482d9a18,pt-BR>fr-FR
028d62cadaca,it-IT>de-DE
0291a0b9461e,de-DE>fr-FR
0292c58cf11c,fr-FR>it-IT
0296b1a268b4,es-419>pt-BR
0299bc26659a,fr-FR>pt-BR
029a3d9c8a1f,de-DE>it-IT
029e9f9ec86d,ja-JP>de-DE
029f567ef3e9,fr-FR>pt-BR
02a0827c145f,fr-FR>ja-JP
02a284c4f4ea,ja-JP>it-IT
02aac5b47082,de-DE>fr-FR
02ac797dac07,fr-FR>de-DE
02b320d4088e,fr-FR>it-IT
02b9d43e2074,pt-BR>es-419
02bd63aadd9d,ja-JP>it-IT
02be57b5c2ed,fr-FR>es-419
02bef87a0351,fr-FR>it-IT
02bff9bcd121,de-DE>pt-BR
02c1081d675f,ru-RU>fr-FR
02c97bc997f8,it-IT>es-419
02ca1b0e142b,ru-RU>it-IT
02ca44cef137,de-DE>fr-FR
02ce7e34935c,fr-FR>ja-JP
02d03d524334,es-419>pt-BR
02d48fcfde55,ru-RU>fr-FR
02d585fea820,fr-FR>es-419
02d5c477fbae,ja-JP>it-IT
02d6b00e7ea7,it-IT>es-419
02de99a6e9f9,fr-FR>it-IT
02e1d7f6ac39,fr-FR>de-DE
02e20d7c7478,fr-FR>pt-BR
02e2546b7b36,es-419>ja-JP
02e311bd8ab2,es-419>fr-FR
02e7a9912835,fr-FR>pt-BR
02eade0b11eb,pt-BR>de-DE
02eb0e22e411,de-DE>ru-RU
02ec7d46f10a,ja-JP>it-IT
02ecb3cebb18,pt-BR>de-DE
02ed6d5be291,fr-FR>it-IT
02ee38695629,ja-JP>pt-BR
02efdbe74658,it-IT>de-DE
02f3bf540a5b,de-DE>pt-BR
02f5d6f9038a,it-IT>de-DE
02f8d48bcc23,es-419>fr-FR
02fa5e5228c3,fr-FR>ja-JP
02fc9ab73613,pt-BR>es-419
02ffc1494496,es-419>pt-BR
030049cda122,fr-FR>de-DE
0300e81a19ff,fr-FR>pt-BR
0301b528ce55,fr-FR>ja-JP
0304b3d84446,pt-BR>ja-JP
030bb3b9611a,ja-JP>it-IT
030f649f21aa,fr-FR>pt-BR
0310c8dff64a,fr-FR>ja-JP
03115c3bbedb,de-DE>pt-BR
03134ce48f78,ja-JP>it-IT
0313adc57905,it-IT>es-419
0315ea802196,pt-BR>de-DE
031650cffaf8,es-419>it-IT
0318fbef6729,es-419>pt-BR
031a152b9e20,fr-FR>de-DE
03213f33a6ab,ja-JP>it-IT
03249d78be36,it-IT>de-DE
0324ea491e55,es-419>fr-FR
0327708cb422,fr-FR>es-419
032881bf53b2,fr-FR>pt-BR
0328e616b1ef,es-419>ru-RU
03296f80157c,es-419>fr-FR
0331cc469625,fr-FR>ja-JP
033224c0328c,es-419>fr-FR
03357133650d,pt-BR>de-DE
033714f74f77,ja-JP>de-DE
03387baa1bca,ja-JP>ru-RU
033976f3a77d,fr-FR>es-419
033df8463037,it-IT>ja-JP
033e032eaaba,pt-BR>de-DE
0341f6994a4c,es-419>fr-FR
0343f0bb6941,es-419>fr-FR
034809ca525b,ru-RU>pt-BR
03499132bfbc,es-419>it-IT
034a3474dffd,pt-BR>de-DE
034b1f55e243,ja-JP>pt-BR
0350b1d77bbd,pt-BR>es-419
035113c5e17f,de-DE>it-IT
035638503823,de-DE>es-419
035761bd0d44,pt-BR>ru-RU
035d4b6303c5,fr-FR>ja-JP
035f8f9a0b4d,fr-FR>it-IT
035fd8b62042,it-IT>fr-FR
03605af0b7f5,it-IT>ru-RU
03616482886c,pt-BR>ja-JP
036209f02c94,it-IT>fr-FR
0362478dc3b5,de-DE>pt-BR
036a6270cea2,ja-JP>it-IT
036d9c313bf2,pt-BR>ja-JP
036ec14da612,de-DE>es-419
0370ae68514a,de-DE>es-419
03748b78a48a,pt-BR>ja-JP
037504eb2508,de-DE>pt-BR
0376cde610ca,pt-BR>ja-JP
037ae9dbf4a8,pt-BR>es-419
03826350ac1e,fr-FR>es-419
038a10adba3c,it-IT>de-DE
0399a9325066,ru-RU>fr-FR
03a17359cdf3,ja-JP>it-IT
03a3024459f7,pt-BR>de-DE
03a36ed3a6ee,fr-FR>it-IT
03a6441bdaa1,de-DE>es-419
03a81a38ea3b,de-DE>it-IT
03ab6b72f43c,es-419>pt-BR
03ae6f1f44ef,fr-FR>es-419
03ae8930bd5b,fr-FR>es-419
03aff587b8cd,de-DE>ru-RU
03b1410f18f9,fr-FR>it-IT
03b16bd9c890,it-IT>es-419
03b1eb49df8d,pt-BR>ja-JP
03b207e7e749,fr-FR>pt-BR
03b4bf5ad35a,ja-JP>pt-BR
03b4d3c12464,ru-RU>it-IT
03b586727eea,fr-FR>es-419
03b7e3754bfb,es-419>fr-FR
03bfa014effc,ja-JP>pt-BR
03bface013bc,it-IT>de-DE
03c622092a23,ru-RU>fr-FR
03c8c44dd0a6,ja-JP>es-419
03ca21fd631b,ja-JP>de-DE
03cb2de706dd,fr-FR>de-DE
03cc5b6b9f41,fr-FR>ja-JP
03d25242f324,de-DE>it-IT
03d58a11f960,pt-BR>es-419
03d5bb067b64,fr-FR>pt-BR
03d5e111965d,ja-JP>de-DE
03daa5d84464,fr-FR>ja-JP
03dadfdbd0d1,it-IT>fr-FR
03e045ba6f02,es-419>it-IT
03e69204d16c,it-IT>es-419
03e9e2289ea8,it-IT>ru-RU
03eac57acac5,fr-FR>ja-JP
03eb6b61a831,it-IT>fr-FR
03ebc29ff8aa,de-DE>es-419
03ebd6cf34df,de-DE>fr-FR
03ef4ac36e7f,ja-JP>de-DE
03f22208f478,de-DE>es-419
03f5ba736aed,fr-FR>pt-BR
03f6deab788d,es-419>pt-BR
03fa78933dcf,pt-BR>ja-JP
03fb73910121,de-DE>fr-FR
03fc0fed115f,ja-JP>de-DE
03fe5bb428c3,ja-JP>it-IT
040046d3ecde,ja-JP>es-419
0400c4f31d62,es-419>it-IT
0400c6d657bb,pt-BR>ja-JP
0407082ddf14,it-IT>fr-FR
040756795d74,de-DE>es-419
0407c484661c,es-419>ja-JP
0408d3973f58,ja-JP>it-IT
040a4795927a,ja-JP>de-DE
040c376659e4,de-DE>es-419
040d04f6b587,de-DE>pt-BR
0410316e5ad3,it-IT>ja-JP
04117aaccfe7,es-419>pt-BR
0417a0cc4457,it-IT>es-419
0418766d9001,it-IT>ja-JP
041f47f84692,it-IT>fr-FR
0421365c405b,ja-JP>it-IT
0425b485614f,ja-JP>de-DE
042a4e331957,es-419>pt-BR
042af08b739f,fr-FR>es-419
042ddc83cb28,ja-JP>es-419
042f8c692770,ja-JP>de-DE
042fde5aca24,fr-FR>it-IT
04300a94b955,de-DE>es-419
0431eecf3207,de-DE>it-IT
043319fa6d15,de-DE>ru-RU
0434c3e17a60,fr-FR>it-IT
0436f4429d86,fr-FR>es-419
0438a9c55193,ja-JP>de-DE
043a2510a06f,pt-BR>de-DE
043bb8ade91f,de-DE>es-419
044603fe8f9e,ru-RU>fr-FR
045368ddaeae,fr-FR>ja-JP
04548006d6a9,de-DE>fr-FR
045878061403,ja-JP>ru-RU
0459e05e5430,ru-RU>de-DE
045a866831d3,it-IT>fr-FR
045b07383a25,de-DE>fr-FR
045c309c3184,pt-BR>ja-JP
045df7ed9307,es-419>it-IT
0460528c52a4,pt-BR>fr-FR
0461d7282e82,pt-BR>es-419
0463fcff2825,de-DE>it-IT
046c5c598426,fr-FR>de-DE
046ed0dd9bc3,pt-BR>es-419
046fc7f07670,it-IT>de-DE
0470cd64ba78,ja-JP>de-DE
047361de360a,de-DE>es-419
0473e1bec8ad,es-419>pt-BR
0474056099e6,fr-FR>it-IT
047872122c2f,ja-JP>de-DE
0478f12d609b,es-419>pt-BR
047b8842a495,fr-FR>es-419
047fa5638740,de-DE>pt-BR
048056547c5c,pt-BR>fr-FR
0480be95444e,it-IT>de-DE
0480c90f2c43,ru-RU>ja-JP
0482d7ba9c4f,ja-JP>it-IT
0486bcc1bd23,pt-BR>es-419
04886db40206,it-IT>ja-JP
048a4109e039,de-DE>pt-BR
048e7c5db333,es-419>fr-FR
0490da334109,it-IT>fr-FR
049210679461,de-DE>pt-BR
0495ce090bd1,es-419>ja-JP
049621f77365,de-DE>ru-RU
0496c0d0068c,fr-FR>de-DE
049a63ee3173,fr-FR>ja-JP
04a00d4e77bc,fr-FR>es-419
04a215872ee0,it-IT>de-DE
04a355273292,de-DE>es-419
04a4b2dea455,de-DE>fr-FR
04a5c8a6b363,fr-FR>it-IT
04a7a5526442,de-DE>it-IT
04b037514bc7,ja-JP>it-IT
04b2db36d0a6,fr-FR>ja-JP
04bacd065048,de-DE>ru-RU
04bd9b66d7f8,fr-FR>ja-JP
04c0423b94fa,fr-FR>de-DE
04c10b62b25c,es-419>it-IT
04c13786b071,de-DE>es-419
04c62918064d,it-IT>de-DE
04cc1278eb3a,fr-FR>es-419
04d506f62b65,ja-JP>es-419
04d670a59cb4,fr-FR>ja-JP
04d9872db679,fr-FR>ja-JP
04da7573a339,ja-JP>de-DE
04daaa9ead17,fr-FR>pt-BR
04db15efe6ec,fr-FR>pt-BR
04df74a6543c,es-419>fr-FR
04e3ccf5277d,it-IT>fr-FR
04e48b35299d,fr-FR>es-419
04e5a73fadca,it-IT>es-419
04f31ea75a01,de-DE>es-419
04f949a695a2,pt-BR>fr-FR
04fc2b1662ff,pt-BR>ja-JP
04ffe6ff1bd2,ja-JP>de-DE
050810c9598e,pt-BR>es-419
050b34941f4e,de-DE>it-IT
050d1b842084,fr-FR>es-419
050fd69da1cd,ru-RU>de-DE
0518ffae3c9d,fr-FR>pt-BR
052571ecb8ee,fr-FR>it-IT
05283b82c405,ja-JP>it-IT
05309b539def,it-IT>es-419
05351630947a,es-419>pt-BR
0539b9ee51d6,pt-BR>es-419
053ec43507ef,ja-JP>de-DE
0540e1245546,it-IT>fr-FR
0547dfdf0ec6,es-419>it-IT
05491afb52f4,pt-BR>de-DE
0549ebfbea65,de-DE>ru-RU
054a034ea421,pt-BR>fr-FR
054b9bea23ca,it-IT>ja-JP
054ef4b0ef90,es-419>ja-JP
054fa0378076,de-DE>ru-RU
0550a1880a77,ja-JP>de-DE
0552f0e80151,ru-RU>de-DE
055357708144,pt-BR>es-419
055b14d76103,fr-FR>ja-JP
055d27b4b905,fr-FR>ja-JP
0560170c8a73,ja-JP>de-DE
0561d4969897,fr-FR>de-DE
056218b923be,fr-FR>it-IT
05660c0b3bf4,fr-FR>es-419
0568bf2a0420,fr-FR>es-419
0569437dcae0,es-419>fr-FR
056b0f173250,de-DE>es-419
056e074efe7c,ja-JP>de-DE
056f35c43e7b,es-419>ja-JP
0573f3051129,ja-JP>es-419
0578846d0972,de-DE>es-419
057a03179d3d,de-DE>pt-BR
057a4dda342a,fr-FR>ja-JP
057c00820615,pt-BR>fr-FR
057d9e5d8646,de-DE>fr-FR
057e6abf2e33,de-DE>it-IT
057ed936610a,fr-FR>pt-BR
0580e33983ba,pt-BR>ru-RU
058a27d7a8b3,fr-FR>it-IT
058cef966aee,ja-JP>de-DE
058ec154c9ba,ru-RU>fr-FR
0596dbb3c9ab,de-DE>es-419
0597a5b67f3a,de-DE>es-419
0599422db55d,pt-BR>fr-FR
059d744629b0,de-DE>es-419
059d93aec506,it-IT>fr-FR
059e1ded713a,de-DE>it-IT
05a50b46ef93,fr-FR>es-419
05b1924e0ba2,pt-BR>ja-JP
05b6b9a7e689,ru-RU>fr-FR
05bcc0ba3980,ja-JP>ru-RU
05be51664250,pt-BR>es-419
05c364a2e2e8,fr-FR>es-419
05c9b0c70c2f,es-419>it-IT
05ca0177e4e7,ja-JP>it-IT
05caeb0067aa,ja-JP>de-DE
05cd442a5f6a,ja-JP>ru-RU
05d0e602b2c4,ru-RU>it-IT
05d2ffa5bdf4,ru-RU>it-IT
05db5aec53c4,pt-BR>fr-FR
05dfc10c600b,es-419>ja-JP
05e0808a3ae1,ja-JP>es-419
05e537d93cd0,pt-BR>de-DE
05eac0f80a0c,fr-FR>de-DE
05ee11f4836a,pt-BR>es-419
05efb823d56d,de-DE>fr-FR
05fac9d5e219,pt-BR>ja-JP
05fed01b98c8,fr-FR>de-DE
0603b3adedd9,fr-FR>ja-JP
060467ef69b6,fr-FR>de-DE
060892020e6c,fr-FR>es-419
060aa0674c80,de-DE>ru-RU
0612feb62018,fr-FR>es-419
061c53fe46a3,ja-JP>es-419
062023ce85a2,de-DE>pt-BR
062033928a51,fr-FR>ja-JP
062046cb7d1b,pt-BR>es-419
0620faf54b10,pt-BR>es-419
062c107ef5e3,de-DE>fr-FR
062efbc88e5e,es-419>ja-JP
0630b60b4f99,pt-BR>es-419
0632185fb325,pt-BR>es-419
06396e13a76f,it-IT>ja-JP
063d9bbd77cf,de-DE>fr-FR
063ec329c4d0,ja-JP>de-DE
0640f86b13ce,de-DE>pt-BR
06419b8fd721,de-DE>es-419
0641d1ac8473,pt-BR>de-DE
064afd98f55a,pt-BR>de-DE
064bbe66a8d5,de-DE>es-419
064d39dc1716,de-DE>ru-RU
064ff8b1d9a0,de-DE>pt-BR
06501aec71e9,de-DE>fr-FR
0650f9944eeb,ja-JP>it-IT
06518e70945e,pt-BR>fr-FR
0652920c1fa5,fr-FR>pt-BR
065298d37267,ja-JP>it-IT
0654b688f8b5,it-IT>es-419
06551f81bf3a,pt-BR>fr-FR
06577c345e39,it-IT>fr-FR
065872dab05c,fr-FR>it-IT
066203bcc8ea,ru-RU>de-DE
0663ce9583d3,it-IT>fr-FR
066508219452,de-DE>pt-BR
0668727c276e,es-419>it-IT
066ec71ffacb,it-IT>de-DE
0673d6708369,fr-FR>ja-JP
06753b07e0de,fr-FR>it-IT
0675943ed89c,de-DE>fr-FR
067674e31a77,fr-FR>it-IT
06803dda1df8,de-DE>es-419
0680bdc5c363,ja-JP>de-DE
0684a7b0ccca,de-DE>it-IT
069787bcf033,fr-FR>de-DE
0698c05d2e35,it-IT>es-419
0698d6e60b47,ru-RU>ja-JP
069a47dbfff7,es-419>fr-FR
069becf8c473,es-419>pt-BR
069e1fef3e99,pt-BR>ja-JP
06aa9f5f6d67,ja-JP>es-419
06acd59483e0,de-DE>fr-FR
06ad5c9dfca0,pt-BR>ja-JP
06ae980d3a8e,de-DE>ru-RU
06b0e23b05f4,pt-BR>de-DE
06b7bb4158ad,de-DE>es-419
06b82f13300a,it-IT>ja-JP
06bad4cdfd56,ja-JP>es-419
06bc4efde113,fr-FR>ja-JP
06be99db485d,it-IT>ja-JP
06bed1785f44,fr-FR>it-IT
06c059dfae3f,it-IT>es-419
06c139e57d05,de-DE>fr-FR
06c5041093a5,ja-JP>de-DE
06cb99f7a34a,pt-BR>fr-FR
06cdf85010d2,es-419>ja-JP
06d1dab37d1d,ja-JP>de-DE
06d35bafbadf,fr-FR>pt-BR
06d3db16fc80,ja-JP>pt-BR
06d51c9d8aef,es-419>pt-BR
06d89be7ee90,it-IT>ja-JP
06dd8f743a8e,it-IT>de-DE
06df6760286c,es-419>it-IT
06e078909995,pt-BR>ja-JP
06e1a92e6690,es-419>fr-FR
06e7a3732aee,es-419>ja-JP
06eac2d6e204,de-DE>it-IT
06ed958b3677,pt-BR>ru-RU
06ee1e9392ce,ja-JP>de-DE
06effe10c108,es-419>fr-FR
06f215d54d7a,es-419>fr-FR
06f338737df3,it-IT>ja-JP
06f39ae84e0b,es-419>pt-BR
06f4d4de5b73,es-419>it-IT
06f6f48f8f73,it-IT>de-DE
070723b765ad,ja-JP>it-IT
07085cbc6bfb,it-IT>de-DE
070c5aeac1ed,ja-JP>de-DE
070e8d5a35f4,fr-FR>it-IT
0710cf09b96b,ja-JP>de-DE
07113f85e8e6,es-419>it-IT
0712ad776eb2,fr-FR>es-419
0717cd0a3e11,ru-RU>ja-JP
07186b647da2,fr-FR>ja-JP
071c2c927006,ja-JP>pt-BR
071c60dac8b5,de-DE>es-419
071c939c7635,de-DE>it-IT
0720e18c8650,fr-FR>ja-JP
072301575bf9,ja-JP>pt-BR
0724abc1358e,es-419>pt-BR
0726524bcffe,ja-JP>de-DE
0727efdc101b,it-IT>es-419
072872111a4c,fr-FR>es-419
072a157ed519,ja-JP>es-419
073141503e7c,pt-BR>ja-JP
0737d0e6ceef,ja-JP>pt-BR
0738fcdcb8c7,ja-JP>it-IT
073a23d07061,es-419>pt-BR
073b997948ca,es-419>pt-BR
073c4aee269f,ja-JP>de-DE
074a5f547140,fr-FR>es-419
074ed2213e7a,ja-JP>pt-BR
0751df299e74,it-IT>ja-JP
0753de65ae3d,es-419>ru-RU
0754bcff1e55,it-IT>fr-FR
075753cdd5e5,ru-RU>fr-FR
075a50f543d5,ja-JP>de-DE
075d51b4565c,es-419>it-IT
075e131b21f9,it-IT>ja-JP
075e8166fb4a,pt-BR>ja-JP
075f1f34e742,ja-JP>ru-RU
075fb10eeda3,it-IT>es-419
076170230b22,es-419>fr-FR
07632217ba3d,pt-BR>es-419
076ff7dfbdb6,pt-BR>ja-JP
077450996e83,fr-FR>de-DE
07792d16d819,it-IT>de-DE
077d7a4f06d1,de-DE>es-419
077e842bc303,es-419>pt-BR
078b1057ff18,de-DE>es-419
079030db9b2d,fr-FR>de-DE
079338cf2532,fr-FR>de-DE
079842de9303,ja-JP>it-IT
07991e10cff5,es-419>ru-RU
07a113d9bc49,es-419>pt-BR
07acbe6a7012,it-IT>ru-RU
07ad365d0731,it-IT>es-419
07b4059457c9,de-DE>pt-BR
07b6259f1b94,it-IT>de-DE
07b976733e8a,ja-JP>es-419
07b993239c69,it-IT>fr-FR
07ba157c8168,es-419>it-IT
07bd6b9337c9,it-IT>es-419
07c264238dd7,fr-FR>es-419
07c5e7618aed,ja-JP>es-419
07c5e9b31c0e,it-IT>ja-JP
07c6114f36d9,ru-RU>it-IT
07ce251ae688,fr-FR>it-IT
07d40e275166,fr-FR>de-DE
07d576917295,pt-BR>ja-JP
07d73a52e8c5,fr-FR>es-419
07db4664301a,es-419>ja-JP
07dc308d7152,fr-FR>ja-JP
07e2e02a548d,ja-JP>pt-BR
07e47e63cc4c,fr-FR>pt-BR
07e4b41dc3a1,fr-FR>it-IT
07e4dbd67b24,es-419>fr-FR
07e64e4a516c,fr-FR>ja-JP
07e6828aba07,de-DE>es-419
07eabf09e285,es-419>pt-BR
07eccbb975d6,it-IT>fr-FR
07ecd5b8979d,pt-BR>es-419
07f529546bcd,fr-FR>pt-BR
07f55c73820c,ja-JP>de-DE
07f5c64c1657,de-DE>fr-FR
07ffa5aff6a0,de-DE>es-419
080085495ce8,ru-RU>ja-JP
08039b34fdff,es-419>fr-FR
08054404d26a,fr-FR>ja-JP
0808aa5342df,fr-FR>it-IT
08094f8093f6,pt-BR>ja-JP
080d693c516c,es-419>it-IT
080d83884511,de-DE>pt-BR
080dbe8243e5,ja-JP>it-IT
080f99c715c9,fr-FR>de-DE
081a2fa45da5,pt-BR>fr-FR
081a458c8fdc,pt-BR>fr-FR
081b7060278b,de-DE>es-419
081c77c104cd,pt-BR>de-DE
082854e96e85,it-IT>es-419
082b93813601,fr-FR>es-419
082befee311e,de-DE>pt-BR
082c6b65f425,de-DE>ru-RU
082e0b09f74d,it-IT>ja-JP
082e0b7461db,es-419>pt-BR
083f3663c682,ja-JP>de-DE
0841f46ee3e2,fr-FR>ja-JP
0845c0481642,it-IT>es-419
084628576a4f,it-IT>ja-JP
0848fde3fbf8,fr-FR>de-DE
084b2169259b,ja-JP>ru-RU
084b2e0217f9,es-419>ja-JP
084fabfdf6d5,fr-FR>es-419
085597c6c6fe,fr-FR>es-419
0858fd717a10,ja-JP>de-DE
0861bd9b4ab6,es-419>it-IT
086581fb1f35,fr-FR>pt-BR
0867e34508f3,es-419>pt-BR
086e3ca1b447,fr-FR>ja-JP
0872a917c202,es-419>pt-BR
0874a9e47fb8,ja-JP>de-DE
087bb5235e6e,fr-FR>pt-BR
087c2cf8531a,it-IT>de-DE
087c5e1b8632,pt-BR>de-DE
087dec007d8a,pt-BR>de-DE
088190287a75,es-419>it-IT
08823ca478c4,ja-JP>pt-BR
0888025a6bca,ja-JP>es-419
08980f6703e3,de-DE>fr-FR
089e86d84503,fr-FR>pt-BR
089f3e9435f0,it-IT>de-DE
08a12c2d4d95,es-419>pt-BR
08a5bebba2eb,pt-BR>ja-JP
08a8016ef723,pt-BR>es-419
08a8fc4f6ab0,es-419>fr-FR
08aea9ad2255,it-IT>ja-JP
08b3d9744346,es-419>ja-JP
08b5b6894c49,it-IT>ja-JP
08b5d4bf4589,de-DE>es-419
08b9a7e244e8,pt-BR>es-419
08bba8820cce,de-DE>fr-FR
08c2714b457f,es-419>pt-BR
08c3bcfccbf3,ru-RU>it-IT
08c4137acdc9,de-DE>fr-FR
08cb1545a005,fr-FR>pt-BR
08cdabcd3418,fr-FR>ja-JP
08d048f7744a,de-DE>ru-RU
08d0928e4040,fr-FR>es-419
08d1b1d3c036,es-419>fr-FR
08d3830b7988,fr-FR>it-IT
08d46c792373,it-IT>es-419
08d4957c90a2,ru-RU>de-DE
08d6a05b56de,ru-RU>it-IT
08d70e8210c8,es-419>it-IT
08d7c4873044,pt-BR>de-DE
08dd47db6343,ja-JP>it-IT
08dff6434f7e,fr-FR>es-419
08e2e398d69c,pt-BR>es-419
